seed,school_common_name,site,year,id,school_full_name,team,city,state,type,conference,address,lng,lat,geometry,distance
3.0,Arizona,"Atlanta, GA",1992.0,1992442,University of Arizona,Wildcats,Tucson,Arizona,State,Pac-12 Conference,University of Arizona Tucson Arizona,-110.9768841153795,32.22877495,POINT (-110.9768841153795 32.22877495),1540.12394689
3.0,Florida State,"Boise, ID",1992.0,1992443,Florida State University,Seminoles,Tallahassee,Florida,State,Atlantic Coast Conference,Florida State University Tallahassee Florida,-84.29747867166263,30.44235995,POINT (-84.29747867166263 30.44235995),1964.35878343
4.0,Seton Hall,"Greensboro, NC",1992.0,1992444,Seton Hall University,Pirates,South Orange,New Jersey,Private/Catholic,Big East Conference,Seton Hall University South Orange New Jersey,-74.24685806216726,40.74337195,POINT (-74.24685806216726 40.74337195),440.57689383999997
4.0,Cincinnati,"Dayton, OH",1992.0,1992445,University of Cincinnati,Bearcats,Cincinnati,Ohio,State,American Athletic Conference,University of Cincinnati Cincinnati Ohio,-84.5157620959388,39.1318525,POINT (-84.5157620959388 39.1318525),46.65253468
4.0,North Carolina,"Cincinnati, OH",1992.0,1992446,University of North Carolina at Chapel Hill,Tar Heels,Chapel Hill,North Carolina,State,Atlantic Coast Conference,University of North Carolina at Chapel Hill Chapel Hill North Carolina,-79.04775326525106,35.90503535,POINT (-79.04775326525106 35.90503535),372.03345883000003
4.0,Oklahoma,"Tempe, AZ",1992.0,1992447,University of Oklahoma,Sooners,Norman,Oklahoma,State,Big 12 Conference,University of Oklahoma Norman Oklahoma,-97.44570827599857,35.1959878,POINT (-97.44570827599857 35.1959878),835.4208820800001
1.0,North Carolina,"Syracuse, NY",1991.0,1991448,University of North Carolina at Chapel Hill,Tar Heels,Chapel Hill,North Carolina,State,Atlantic Coast Conference,University of North Carolina at Chapel Hill Chapel Hill North Carolina,-79.04775326525106,35.90503535,POINT (-79.04775326525106 35.90503535),517.11737362
1.0,Ohio State,"Dayton, OH",1991.0,1991449,The Ohio State University,Buckeyes,Columbus,Ohio,State,Big Ten Conference,The Ohio State University Columbus Ohio,-83.02866259769122,40.00570905,POINT (-83.02866259769122 40.00570905),63.97014445
1.0,Arkansas,"Atlanta, GA",1991.0,1991450,University of Arkansas,Razorbacks,Fayetteville,Arkansas,State,Southeastern Conference,University of Arkansas Fayetteville Arkansas,-94.17609533911696,36.065152000000005,POINT (-94.17609533911696 36.065152),576.8186992999999
1.0,UNLV,"Tucson, AZ",1991.0,1991451,"University of Nevada, Las Vegas",Rebels,Paradise,Nevada,State,Mountain West Conference,UNLV Paradise Nevada,-115.14183186108524,36.1071554,POINT (-115.1418318610852 36.1071554),358.77340169
2.0,Syracuse,"College Park, MD",1991.0,1991452,Syracuse University,Orange,Syracuse,New York,Private/Methodist,Atlantic Coast Conference,Syracuse University Syracuse New York,-76.1333088275183,43.03830645,POINT (-76.13330882751831 43.03830645),283.46323649
2.0,Duke,"Minneapolis, MN",1991.0,1991453,Duke University,Blue Devils,Durham,North Carolina,Private/Non-sectarian,Atlantic Coast Conference,Duke University Durham North Carolina,-78.94422972195878,36.00015569999999,POINT (-78.94422972195878 36.00015569999999),972.6817359800001
2.0,Indiana,"Louisville, KY",1991.0,1991454,Indiana University,Hoosiers,Bloomington,Indiana,State,Big Ten Conference,Indiana University Bloomington Indiana,-86.51623218881414,39.17798065,POINT (-86.51623218881414 39.17798065),75.75133861
2.0,Arizona,"Salt Lake City, UT",1991.0,1991455,University of Arizona,Wildcats,Tucson,Arizona,State,Pac-12 Conference,University of Arizona Tucson Arizona,-110.9768841153795,32.22877495,POINT (-110.9768841153795 32.22877495),591.57626055
3.0,Oklahoma State,"College Park, MD",1991.0,1991456,Oklahoma State University–Stillwater,Cowboys,Stillwater,Oklahoma,State,Big 12 Conference,Oklahoma State University–Stillwater Stillwater Oklahoma,-97.08853714697358,36.129580100000005,POINT (-97.08853714697358 36.12958010000001),1118.8344088899998
3.0,Nebraska,"Minneapolis, MN",1991.0,1991457,University of Nebraska–Lincoln,Cornhuskers,Lincoln,Nebraska,State,Big Ten Conference,University of Nebraska–Lincoln Lincoln Nebraska,-96.70049096055014,40.820739,POINT (-96.70049096055014 40.820739),335.63975935999997
3.0,Kansas,"Louisville, KY",1991.0,1991458,University of Kansas,Jayhawks,Lawrence,Kansas,State,Big 12 Conference,University of Kansas Lawrence Kansas,-95.2477503,38.958058,POINT (-95.24775030000001 38.958058),514.3709137999999
3.0,Seton Hall,"Salt Lake City, UT",1991.0,1991459,Seton Hall University,Pirates,South Orange,New Jersey,Private/Catholic,Big East Conference,Seton Hall University South Orange New Jersey,-74.24685806216726,40.74337195,POINT (-74.24685806216726 40.74337195),1954.69025067
4.0,UCLA,"Syracuse, NY",1991.0,1991460,"University of California, Los Angeles",Bruins,Los Angeles,California,State,Pac-12 Conference,University of California Los Angeles California,-118.44667592924029,34.0709515,POINT (-118.4466759292403 34.0709515),2341.325928
4.0,St. John's,"Dayton, OH",1991.0,1991461,St. John's University,Red Storm,Jamaica,New York,Private/Catholic,Big East Conference,St. John's University Jamaica New York,-73.99007259999999,40.729944200000006,POINT (-73.99007259999999 40.72994420000001),541.86658055
4.0,Alabama,"Atlanta, GA",1991.0,1991462,University of Alabama,Crimson Tide,Tuscaloosa,Alabama,State,Southeastern Conference,University of Alabama Tuscaloosa Alabama,-87.53967401518648,33.21208215,POINT (-87.53967401518648 33.21208215),185.24933623
4.0,Utah,"Tucson, AZ",1991.0,1991463,University of Utah,Utes,Salt Lake City,Utah,State,Pac-12 Conference,University of Utah Salt Lake City Utah,-111.8368719136826,40.7628137,POINT (-111.8368719136826 40.7628137),591.9801517000001
1.0,UConn,"Hartford, CT",1990.0,1990464,University of Connecticut,Huskies,Storrs,Connecticut,State,American Athletic Conference,University of Connecticut Storrs Connecticut,-72.25401403745809,41.81127235,POINT (-72.25401403745809 41.81127235),22.73596489
1.0,Oklahoma,"Austin, TX",1990.0,1990465,University of Oklahoma,Sooners,Norman,Oklahoma,State,Big 12 Conference,University of Oklahoma Norman Oklahoma,-97.44570827599857,35.1959878,POINT (-97.44570827599857 35.1959878),340.71636043
1.0,Michigan State,"Knoxville, TN",1990.0,1990466,Michigan State University,Spartans,East Lansing,Michigan,State,Big Ten Conference,Michigan State University East Lansing Michigan,-84.47791570930522,42.71856800000001,POINT (-84.47791570930522 42.71856800000001),467.88614929
1.0,UNLV,"Salt Lake City, UT",1990.0,1990467,"University of Nevada, Las Vegas",Rebels,Paradise,Nevada,State,Mountain West Conference,UNLV Paradise Nevada,-115.14183186108524,36.1071554,POINT (-115.1418318610852 36.1071554),366.49082950999997
2.0,Kansas,"Atlanta, GA",1990.0,1990468,University of Kansas,Jayhawks,Lawrence,Kansas,State,Big 12 Conference,University of Kansas Lawrence Kansas,-95.2477503,38.958058,POINT (-95.24775030000001 38.958058),702.50962518
2.0,Purdue,"Indianapolis, IN",1990.0,1990469,Purdue University,Boilermakers,West Lafayette,Indiana,State,Big Ten Conference,Purdue University West Lafayette Indiana,-86.92391089364378,40.43195815,POINT (-86.92391089364378 40.43195815),61.14912011
2.0,Syracuse,"Richmond, VA",1990.0,1990470,Syracuse University,Orange,Syracuse,New York,Private/Methodist,Atlantic Coast Conference,Syracuse University Syracuse New York,-76.1333088275183,43.03830645,POINT (-76.13330882751831 43.03830645),386.11993939999996
2.0,Arizona,"Long Beach, California",1990.0,1990471,University of Arizona,Wildcats,Tucson,Arizona,State,Pac-12 Conference,University of Arizona Tucson Arizona,-110.9768841153795,32.22877495,POINT (-110.9768841153795 32.22877495),431.29982481
3.0,Duke,"Atlanta, GA",1990.0,1990472,Duke University,Blue Devils,Durham,North Carolina,Private/Non-sectarian,Atlantic Coast Conference,Duke University Durham North Carolina,-78.94422972195878,36.00015569999999,POINT (-78.94422972195878 36.00015569999999),345.59412277999996
3.0,Georgetown,"Indianapolis, IN",1990.0,1990473,Georgetown University,Hoyas,Washington,District of Columbia,Private/Catholic,Big East Conference,Georgetown University Washington District of Columbia,-77.07457962060826,38.90893925,POINT (-77.07457962060826 38.90893925),488.81392457
3.0,Missouri,"Richmond, VA",1990.0,1990474,University of Missouri,Tigers,Columbia,Missouri,State,Southeastern Conference,University of Missouri Columbia Missouri,-92.32970301784542,38.93641465,POINT (-92.32970301784542 38.93641465),813.1882277000001
3.0,Michigan,"Long Beach, California",1990.0,1990475,University of Michigan,Wolverines,Ann Arbor,Michigan,State,Big Ten Conference,University of Michigan Ann Arbor Michigan,-83.71003893509602,42.294214200000006,POINT (-83.71003893509602 42.29421420000001),1951.65796019
4.0,La Salle,"Hartford, CT",1990.0,1990476,La Salle University,Explorers,Philadelphia,Pennsylvania,Private/Catholic,Atlantic 10 Conference,La Salle University Philadelphia Pennsylvania,-75.15401786487763,40.0374695,POINT (-75.15401786487763 40.0374695),175.45031556
4.0,Arkansas,"Austin, TX",1990.0,1990477,University of Arkansas,Razorbacks,Fayetteville,Arkansas,State,Southeastern Conference,University of Arkansas Fayetteville Arkansas,-94.17609533911696,36.065152000000005,POINT (-94.17609533911696 36.065152),450.27649515
4.0,Georgia Tech,"Knoxville, TN",1990.0,1990478,Georgia Institute of Technology,Yellow Jackets,Atlanta,Georgia,State,Atlantic Coast Conference,Georgia Institute of Technology Atlanta Georgia,-84.39884086001581,33.776033,POINT (-84.39884086001581 33.776033),153.33572167
4.0,Louisville,"Salt Lake City, UT",1990.0,1990479,University of Louisville,Cardinals,Louisville,Kentucky,State,Atlantic Coast Conference,University of Louisville Louisville Kentucky,-85.75725134140214,38.2167565,POINT (-85.75725134140214 38.2167565),1399.09758473
1.0,Georgetown,"Providence, RI",1989.0,1989480,Georgetown University,Hoyas,Washington,District of Columbia,Private/Catholic,Big East Conference,Georgetown University Washington District of Columbia,-77.07457962060826,38.90893925,POINT (-77.07457962060826 38.90893925),359.59982512000005
1.0,Illinois,"Indianapolis, IN",1989.0,1989481,University of Illinois at Urbana–Champaign,Fighting Illini,Urbana–Champaign,Illinois,State,Big Ten Conference,University of Illinois at Urbana–Champaign Urbana–Champaign Illinois,-88.22402607254264,40.1066501,POINT (-88.22402607254264 40.1066501),111.89648968
1.0,Oklahoma,"Nashville, TN",1989.0,1989482,University of Oklahoma,Sooners,Norman,Oklahoma,State,Big 12 Conference,University of Oklahoma Norman Oklahoma,-97.44570827599857,35.1959878,POINT (-97.44570827599857 35.1959878),602.3197651400001
1.0,Arizona,"Boise, ID",1989.0,1989483,University of Arizona,Wildcats,Tucson,Arizona,State,Pac-12 Conference,University of Arizona Tucson Arizona,-110.9768841153795,32.22877495,POINT (-110.9768841153795 32.22877495),836.29080148
2.0,Duke,"Greensboro, NC",1989.0,1989484,Duke University,Blue Devils,Durham,North Carolina,Private/Non-sectarian,Atlantic Coast Conference,Duke University Durham North Carolina,-78.94422972195878,36.00015569999999,POINT (-78.94422972195878 36.00015569999999),47.628087150000006
2.0,Syracuse,"Dallas, TX",1989.0,1989485,Syracuse University,Orange,Syracuse,New York,Private/Methodist,Atlantic Coast Conference,Syracuse University Syracuse New York,-76.1333088275183,43.03830645,POINT (-76.13330882751831 43.03830645),1325.46512123
2.0,North Carolina,"Atlanta, GA",1989.0,1989486,University of North Carolina at Chapel Hill,Tar Heels,Chapel Hill,North Carolina,State,Atlantic Coast Conference,University of North Carolina at Chapel Hill Chapel Hill North Carolina,-79.04775326525106,35.90503535,POINT (-79.04775326525106 35.90503535),337.57222317
2.0,Indiana,"Tucson, AZ",1989.0,1989487,Indiana University,Hoosiers,Bloomington,Indiana,State,Big Ten Conference,Indiana University Bloomington Indiana,-86.51623218881414,39.17798065,POINT (-86.51623218881414 39.17798065),1448.63328085
3.0,Stanford,"Greensboro, NC",1989.0,1989488,Stanford University,Cardinal,Palo Alto,California,Private/Non-Sectarian,Pac-12 Conference,Stanford University Palo Alto California,-122.16936535498309,37.43131385,POINT (-122.1693653549831 37.43131385),2327.9664515
3.0,Missouri,"Dallas, TX",1989.0,1989489,University of Missouri,Tigers,Columbia,Missouri,State,Southeastern Conference,University of Missouri Columbia Missouri,-92.32970301784542,38.93641465,POINT (-92.32970301784542 38.93641465),493.53013046
3.0,Michigan,"Atlanta, GA",1989.0,1989490,University of Michigan,Wolverines,Ann Arbor,Michigan,State,Big Ten Conference,University of Michigan Ann Arbor Michigan,-83.71003893509602,42.294214200000006,POINT (-83.71003893509602 42.29421420000001),591.56383313
3.0,Seton Hall,"Tucson, AZ",1989.0,1989491,Seton Hall University,Pirates,South Orange,New Jersey,Private/Catholic,Big East Conference,Seton Hall University South Orange New Jersey,-74.24685806216726,40.74337195,POINT (-74.24685806216726 40.74337195),2106.6030327500002
4.0,Iowa,"Providence, RI",1989.0,1989492,University of Iowa,Hawkeyes,Iowa City,Iowa,State,Big Ten Conference,University of Iowa Iowa City Iowa,-91.57318762552627,41.66590100000001,POINT (-91.57318762552627 41.66590100000001),1036.96256593
4.0,Louisville,"Indianapolis, IN",1989.0,1989493,University of Louisville,Cardinals,Louisville,Kentucky,State,Atlantic Coast Conference,University of Louisville Louisville Kentucky,-85.75725134140214,38.2167565,POINT (-85.75725134140214 38.2167565),109.34265487
4.0,Florida State,"Nashville, TN",1989.0,1989494,Florida State University,Seminoles,Tallahassee,Florida,State,Atlantic Coast Conference,Florida State University Tallahassee Florida,-84.29747867166263,30.44235995,POINT (-84.29747867166263 30.44235995),420.24563472000006
4.0,UNLV,"Boise, ID",1989.0,1989495,"University of Nevada, Las Vegas",Rebels,Paradise,Nevada,State,Mountain West Conference,UNLV Paradise Nevada,-115.14183186108524,36.1071554,POINT (-115.1418318610852 36.1071554),521.87086177
1.0,Temple,"Hartford, CT",1988.0,1988496,Temple University,Owls,Philadelphia,Pennsylvania,State-related,American Athletic Conference,Temple University Philadelphia Pennsylvania,-75.15628269523319,39.981188,POINT (-75.15628269523319 39.981188),178.24027135000003
1.0,Purdue,"South Bend, IN",1988.0,1988497,Purdue University,Boilermakers,West Lafayette,Indiana,State,Big Ten Conference,Purdue University West Lafayette Indiana,-86.92391089364378,40.43195815,POINT (-86.92391089364378 40.43195815),93.32371049
1.0,Oklahoma,"Atlanta, GA",1988.0,1988498,University of Oklahoma,Sooners,Norman,Oklahoma,State,Big 12 Conference,University of Oklahoma Norman Oklahoma,-97.44570827599857,35.1959878,POINT (-97.44570827599857 35.1959878),749.77731715
1.0,Arizona,"Los Angeles, CA",1988.0,1988499,University of Arizona,Wildcats,Tucson,Arizona,State,Pac-12 Conference,University of Arizona Tucson Arizona,-110.9768841153795,32.22877495,POINT (-110.9768841153795 32.22877495),438.74384939000004
2.0,Duke,"Chapel Hill, NC",1988.0,1988500,Duke University,Blue Devils,Durham,North Carolina,Private/Non-sectarian,Atlantic Coast Conference,Duke University Durham North Carolina,-78.94422972195878,36.00015569999999,POINT (-78.94422972195878 36.00015569999999),8.661911739999999
2.0,Pittsburgh,"Lincoln, NE",1988.0,1988501,University of Pittsburgh,Panthers,Pittsburgh,Pennsylvania,State-related,Atlantic Coast Conference,University of Pittsburgh Pittsburgh Pennsylvania,-79.96243992762706,40.44415295,POINT (-79.96243992762706 40.44415295),877.1459447300001
2.0,Kentucky,"Cincinnati, OH",1988.0,1988502,University of Kentucky,Wildcats,Lexington,Kentucky,State,Southeastern Conference,University of Kentucky Lexington Kentucky,-84.50481984038481,38.02703575,POINT (-84.50481984038481 38.02703575),74.23519337
2.0,North Carolina,"Salt Lake City, UT",1988.0,1988503,University of North Carolina at Chapel Hill,Tar Heels,Chapel Hill,North Carolina,State,Atlantic Coast Conference,University of North Carolina at Chapel Hill Chapel Hill North Carolina,-79.04775326525106,35.90503535,POINT (-79.04775326525106 35.90503535),1800.26091604
3.0,Syracuse,"Chapel Hill, NC",1988.0,1988504,Syracuse University,Orange,Syracuse,New York,Private/Methodist,Atlantic Coast Conference,Syracuse University Syracuse New York,-76.1333088275183,43.03830645,POINT (-76.13330882751831 43.03830645),516.29095019
3.0,NC State,"Lincoln, NE",1988.0,1988505,North Carolina State University,Wolfpack,Raleigh,North Carolina,State,Atlantic Coast Conference,North Carolina State University Raleigh North Carolina,-78.67408695452633,35.77184965,POINT (-78.67408695452633 35.77184965),1035.72603764
3.0,Illinois,"Cincinnati, OH",1988.0,1988506,University of Illinois at Urbana–Champaign,Fighting Illini,Urbana–Champaign,Illinois,State,Big Ten Conference,University of Illinois at Urbana–Champaign Urbana–Champaign Illinois,-88.22402607254264,40.1066501,POINT (-88.22402607254264 40.1066501),209.41445442
3.0,Michigan,"Salt Lake City, UT",1988.0,1988507,University of Michigan,Wolverines,Ann Arbor,Michigan,State,Big Ten Conference,University of Michigan Ann Arbor Michigan,-83.71003893509602,42.294214200000006,POINT (-83.71003893509602 42.29421420000001),1454.66679326
4.0,Indiana,"Hartford, CT",1988.0,1988508,Indiana University,Hoosiers,Bloomington,Indiana,State,Big Ten Conference,Indiana University Bloomington Indiana,-86.51623218881414,39.17798065,POINT (-86.51623218881414 39.17798065),747.42232106
4.0,Kansas State,"South Bend, IN",1988.0,1988509,Kansas State University,Wildcats,Manhattan,Kansas,State,Big 12 Conference,Kansas State University Manhattan Kansas,-96.58844409645442,39.2087029,POINT (-96.58844409645442 39.2087029),569.43681182
4.0,BYU,"Atlanta, GA",1988.0,1988510,Brigham Young University,Cougars,Provo,Utah,Private/Latter-Day Saints,West Coast Conference,Brigham Young University Provo Utah,-111.64965660160264,40.25501105,POINT (-111.6496566016026 40.25501105),1562.78534726
4.0,UNLV,"Los Angeles, CA",1988.0,1988511,"University of Nevada, Las Vegas",Rebels,Paradise,Nevada,State,Mountain West Conference,UNLV Paradise Nevada,-115.14183186108524,36.1071554,POINT (-115.1418318610852 36.1071554),225.52660445
1.0,North Carolina,"Charlotte, NC",1987.0,1987512,University of North Carolina at Chapel Hill,Tar Heels,Chapel Hill,North Carolina,State,Atlantic Coast Conference,University of North Carolina at Chapel Hill Chapel Hill North Carolina,-79.04775326525106,35.90503535,POINT (-79.04775326525106 35.90503535),111.24405013
1.0,Indiana,"Indianapolis, IN",1987.0,1987513,Indiana University,Hoosiers,Bloomington,Indiana,State,Big Ten Conference,Indiana University Bloomington Indiana,-86.51623218881414,39.17798065,POINT (-86.51623218881414 39.17798065),45.03697008
1.0,Georgetown,"Atlanta, GA",1987.0,1987514,Georgetown University,Hoyas,Washington,District of Columbia,Private/Catholic,Big East Conference,Georgetown University Washington District of Columbia,-77.07457962060826,38.90893925,POINT (-77.07457962060826 38.90893925),540.8786006600001
1.0,UNLV,"Salt Lake City, UT",1987.0,1987515,"University of Nevada, Las Vegas",Rebels,Paradise,Nevada,State,Mountain West Conference,UNLV Paradise Nevada,-115.14183186108524,36.1071554,POINT (-115.1418318610852 36.1071554),366.49082950999997
2.0,Syracuse,"Syracuse, NY",1987.0,1987516,Syracuse University,Orange,Syracuse,New York,Private/Methodist,Atlantic Coast Conference,Syracuse University Syracuse New York,-76.1333088275183,43.03830645,POINT (-76.13330882751831 43.03830645),0.98176618
2.0,Temple,"Rosemont, IL",1987.0,1987517,Temple University,Owls,Philadelphia,Pennsylvania,State-related,American Athletic Conference,Temple University Philadelphia Pennsylvania,-75.15628269523319,39.981188,POINT (-75.15628269523319 39.981188),677.12040612
2.0,Alabama,"Birmingham, AL",1987.0,1987518,University of Alabama,Crimson Tide,Tuscaloosa,Alabama,State,Southeastern Conference,University of Alabama Tuscaloosa Alabama,-87.53967401518648,33.21208215,POINT (-87.53967401518648 33.21208215),47.58459118
2.0,Iowa,"Tucson, AZ",1987.0,1987519,University of Iowa,Hawkeyes,Iowa City,Iowa,State,Big Ten Conference,University of Iowa Iowa City Iowa,-91.57318762552627,41.66590100000001,POINT (-91.57318762552627 41.66590100000001),1250.00582699
3.0,Purdue,"Syracuse, NY",1987.0,1987520,Purdue University,Boilermakers,West Lafayette,Indiana,State,Big Ten Conference,Purdue University West Lafayette Indiana,-86.92391089364378,40.43195815,POINT (-86.92391089364378 40.43195815),583.7531996600001
3.0,DePaul,"Rosemont, IL",1987.0,1987521,DePaul University,Blue Demons,Chicago,Illinois,Private/Catholic,Big East Conference,DePaul University Chicago Illinois,-87.65472633854412,41.92401995,POINT (-87.65472633854412 41.92401995),12.340428059999999
3.0,Illinois,"Birmingham, AL",1987.0,1987522,University of Illinois at Urbana–Champaign,Fighting Illini,Urbana–Champaign,Illinois,State,Big Ten Conference,University of Illinois at Urbana–Champaign Urbana–Champaign Illinois,-88.22402607254264,40.1066501,POINT (-88.22402607254264 40.1066501),461.77185865
3.0,Pittsburgh,"Tucson, AZ",1987.0,1987523,University of Pittsburgh,Panthers,Pittsburgh,Pennsylvania,State-related,Atlantic Coast Conference,University of Pittsburgh Pittsburgh Pennsylvania,-79.96243992762706,40.44415295,POINT (-79.96243992762706 40.44415295),1806.35035184
4.0,TCU,"Charlotte, NC",1987.0,1987524,Texas Christian University,Horned Frogs,Fort Worth,Texas,Private/Disciples of Christ,Big 12 Conference,Texas Christian University Fort Worth Texas,-97.36119385339882,32.7080148,POINT (-97.36119385339882 32.7080148),961.21122732
4.0,Missouri,"Indianapolis, IN",1987.0,1987525,University of Missouri,Tigers,Columbia,Missouri,State,Southeastern Conference,University of Missouri Columbia Missouri,-92.32970301784542,38.93641465,POINT (-92.32970301784542 38.93641465),334.62071091999996
4.0,Clemson,"Atlanta, GA",1987.0,1987526,Clemson University,Tigers,Clemson,South Carolina,State,Atlantic Coast Conference,Clemson University Clemson South Carolina,-82.83743475607795,34.66869155,POINT (-82.83743475607795 34.66869155),109.12517502
4.0,UCLA,"Salt Lake City, UT",1987.0,1987527,"University of California, Los Angeles",Bruins,Los Angeles,California,State,Pac-12 Conference,University of California Los Angeles California,-118.44667592924029,34.0709515,POINT (-118.4466759292403 34.0709515),585.41226023
1.0,Duke,"Greensboro, NC",1986.0,1986528,Duke University,Blue Devils,Durham,North Carolina,Private/Non-sectarian,Atlantic Coast Conference,Duke University Durham North Carolina,-78.94422972195878,36.00015569999999,POINT (-78.94422972195878 36.00015569999999),47.628087150000006
1.0,Kansas,"Dayton, OH",1986.0,1986529,University of Kansas,Jayhawks,Lawrence,Kansas,State,Big 12 Conference,University of Kansas Lawrence Kansas,-95.2477503,38.958058,POINT (-95.24775030000001 38.958058),592.8500711
1.0,Kentucky,"Charlotte, NC",1986.0,1986530,University of Kentucky,Wildcats,Lexington,Kentucky,State,Southeastern Conference,University of Kentucky Lexington Kentucky,-84.50481984038481,38.02703575,POINT (-84.50481984038481 38.02703575),280.39987745999997
1.0,St. John's,"Long Beach, California",1986.0,1986531,St. John's University,Red Storm,Jamaica,New York,Private/Catholic,Big East Conference,St. John's University Jamaica New York,-73.99007259999999,40.729944200000006,POINT (-73.99007259999999 40.72994420000001),2451.64413534
2.0,Syracuse,"Syracuse, NY",1986.0,1986532,Syracuse University,Orange,Syracuse,New York,Private/Methodist,Atlantic Coast Conference,Syracuse University Syracuse New York,-76.1333088275183,43.03830645,POINT (-76.13330882751831 43.03830645),0.98176618
2.0,Michigan,"Minneapolis, MN",1986.0,1986533,University of Michigan,Wolverines,Ann Arbor,Michigan,State,Big Ten Conference,University of Michigan Ann Arbor Michigan,-83.71003893509602,42.294214200000006,POINT (-83.71003893509602 42.29421420000001),512.12776449
2.0,Georgia Tech,"Baton Rouge, LA",1986.0,1986534,Georgia Institute of Technology,Yellow Jackets,Atlanta,Georgia,State,Atlantic Coast Conference,Georgia Institute of Technology Atlanta Georgia,-84.39884086001581,33.776033,POINT (-84.39884086001581 33.776033),458.9446206
2.0,Louisville,"Ogden, UT",1986.0,1986535,University of Louisville,Cardinals,Louisville,Kentucky,State,Atlantic Coast Conference,University of Louisville Louisville Kentucky,-85.75725134140214,38.2167565,POINT (-85.75725134140214 38.2167565),1403.2297018800002
3.0,Indiana,"Syracuse, NY",1986.0,1986536,Indiana University,Hoosiers,Bloomington,Indiana,State,Big Ten Conference,Indiana University Bloomington Indiana,-86.51623218881414,39.17798065,POINT (-86.51623218881414 39.17798065),601.7729586600001
3.0,Notre Dame,"Minneapolis, MN",1986.0,1986537,University of Notre Dame,Fighting Irish,South Bend,Indiana,Private/Catholic,Atlantic Coast Conference,University of Notre Dame South Bend Indiana,-86.23822026017265,41.70456775,POINT (-86.23822026017265 41.70456775),419.08367095000006
3.0,Memphis,"Baton Rouge, LA",1986.0,1986538,University of Memphis,Tigers,Memphis,Tennessee,State,American Athletic Conference,University of Memphis Memphis Tennessee,-89.93721959965887,35.1189387,POINT (-89.93721959965887 35.1189387),330.92976718000006
3.0,North Carolina,"Ogden, UT",1986.0,1986539,University of North Carolina at Chapel Hill,Tar Heels,Chapel Hill,North Carolina,State,Atlantic Coast Conference,University of North Carolina at Chapel Hill Chapel Hill North Carolina,-79.04775326525106,35.90503535,POINT (-79.04775326525106 35.90503535),1805.0579001600001
4.0,Oklahoma,"Greensboro, NC",1986.0,1986540,University of Oklahoma,Sooners,Norman,Oklahoma,State,Big 12 Conference,University of Oklahoma Norman Oklahoma,-97.44570827599857,35.1959878,POINT (-97.44570827599857 35.1959878),991.8448176200001
4.0,Georgetown,"Dayton, OH",1986.0,1986541,Georgetown University,Hoyas,Washington,District of Columbia,Private/Catholic,Big East Conference,Georgetown University Washington District of Columbia,-77.07457962060826,38.90893925,POINT (-77.07457962060826 38.90893925),384.74049577999995
4.0,Illinois,"Charlotte, NC",1986.0,1986542,University of Illinois at Urbana–Champaign,Fighting Illini,Urbana–Champaign,Illinois,State,Big Ten Conference,University of Illinois at Urbana–Champaign Urbana–Champaign Illinois,-88.22402607254264,40.1066501,POINT (-88.22402607254264 40.1066501),525.61151519
4.0,UNLV,"Long Beach, California",1986.0,1986543,"University of Nevada, Las Vegas",Rebels,Paradise,Nevada,State,Mountain West Conference,UNLV Paradise Nevada,-115.14183186108524,36.1071554,POINT (-115.1418318610852 36.1071554),236.48758888999998
1.0,Georgetown,"Hartford, CT",1985.0,1985544,Georgetown University,Hoyas,Washington,District of Columbia,Private/Catholic,Big East Conference,Georgetown University Washington District of Columbia,-77.07457962060826,38.90893925,POINT (-77.07457962060826 38.90893925),303.62672544
1.0,Oklahoma,"Tulsa, OK",1985.0,1985545,University of Oklahoma,Sooners,Norman,Oklahoma,State,Big 12 Conference,University of Oklahoma Norman Oklahoma,-97.44570827599857,35.1959878,POINT (-97.44570827599857 35.1959878),105.09869094
1.0,Michigan,"Dayton, OH",1985.0,1985546,University of Michigan,Wolverines,Ann Arbor,Michigan,State,Big Ten Conference,University of Michigan Ann Arbor Michigan,-83.71003893509602,42.294214200000006,POINT (-83.71003893509602 42.29421420000001),176.96024709000002
1.0,St. John's,"Salt Lake City, UT",1985.0,1985547,St. John's University,Red Storm,Jamaica,New York,Private/Catholic,Big East Conference,St. John's University Jamaica New York,-73.99007259999999,40.729944200000006,POINT (-73.99007259999999 40.72994420000001),1968.01244491
2.0,Georgia Tech,"Atlanta, GA",1985.0,1985548,Georgia Institute of Technology,Yellow Jackets,Atlanta,Georgia,State,Atlantic Coast Conference,Georgia Institute of Technology Atlanta Georgia,-84.39884086001581,33.776033,POINT (-84.39884086001581 33.776033),1.9262501
2.0,Memphis,"Houston, TX",1985.0,1985549,University of Memphis,Tigers,Memphis,Tennessee,State,American Athletic Conference,University of Memphis Memphis Tennessee,-89.93721959965887,35.1189387,POINT (-89.93721959965887 35.1189387),487.07408577
2.0,North Carolina,"South Bend, IN",1985.0,1985550,University of North Carolina at Chapel Hill,Tar Heels,Chapel Hill,North Carolina,State,Atlantic Coast Conference,University of North Carolina at Chapel Hill Chapel Hill North Carolina,-79.04775326525106,35.90503535,POINT (-79.04775326525106 35.90503535),556.21403694
